Serial Number	Project Title	Tumor Type(s)	Administering  IC	Application ID	Project Number	Type	Activity	IC	Support Year	Suffix	Subproject Number 	Contact PI  Person ID	Contact PI / Project Leader	PI Trim	MemberID	Other PI or Project Leader(s)	Organization Name	ARRA Indicator	FY	FY Total Cost 	FY Total Cost  (Sub Projects)	FY Total
48196	FEASIBILITY TESTING OF A DECISION AID TO SUPPORT SHARED DECISION MAKING ABOUT INV		NIA	8755354	1R21AG048196-01	1	R21	AG	1			10858150	HAJIZADEH, NEGIN 	HAJIZADEH, NEGIN		Not Applicable	Feinstein Institute	 	2014	252750		252750
30988	FEINSTEIN INSTITUTE VIVARIUM: VENTILATED RACKS		NCRR	8186130	1G20RR030988-01A1	1	G20	RR	1	A1		8669548	CZURA, CHRISTOPHER J	CZURA, CHRISTOPHER J		Not Applicable	Feinstein Institute	 	2011	492005		492005
192904	FINDING NOVEL PANCREATIC CANCER ONCOGENES USING AN INNOVATIVE 3D CULTURE SYSTEM	Pancreas	NCI	8835927	1F32CA192904-01	1	F32	CA	1			8483570	BAKER, LINDSEY A	BAKER, LINDSEY A		Not Applicable	Cold Spring Harbor	 	2015	54194		54194
45508	FLOW CYTOMETRY	Any;Tech	NCI	8712155	5P30CA045508-27	5	P30	CA	27		8745	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2014		246014	246014
45508	FLOW CYTOMETRY	Any;Tech	NCI	8473673	5P30CA045508-26	5	P30	CA	26		8745	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2013		236689	236689
45508	FLOW CYTOMETRY	Any;Tech	NCI	8382434	5P30CA045508-25	5	P30	CA	25		8745	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2012		255158	255158
45508	FLOW CYTOMETRY	Any;Tech	NCI	8340288	2P30CA045508-24	2	P30	CA	24		8745	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2011		252926	252926
59378	FUNCTION OF BLIMP1/PRDM-1 IN DENDRITIC CELLS IN THE GENERATION OF AUTOANTIBODIES		NIAMS	8683106	5K01AR059378-05	5	K01	AR	5			9909849	KIM, SUN JUNG 	KIM, SUN JUNG		Not Applicable	Feinstein Institute	 	2014	57194		57194
59378	FUNCTION OF BLIMP1/PRDM-1 IN DENDRITIC CELLS IN THE GENERATION OF AUTOANTIBODIES		NIAMS	8492043	5K01AR059378-04	5	K01	AR	4			9909849	KIM, SUN JUNG 	KIM, SUN JUNG		Not Applicable	Feinstein Institute	 	2013	127711		127711
59378	FUNCTION OF BLIMP1/PRDM-1 IN DENDRITIC CELLS IN THE GENERATION OF AUTOANTIBODIES		NIAMS	8280155	5K01AR059378-03	5	K01	AR	3			9909849	KIM, SUN JUNG 	KIM, SUN JUNG		Not Applicable	Feinstein Institute	 	2012	127711		127711
59378	FUNCTION OF BLIMP1/PRDM-1 IN DENDRITIC CELLS IN THE GENERATION OF AUTOANTIBODIES		NIAMS	8105197	5K01AR059378-02	5	K01	AR	2			9909849	KIM, SUN JUNG 	KIM, SUN JUNG		Not Applicable	Feinstein Institute	 	2011	127711		127711
59378	FUNCTION OF BLIMP1/PRDM-1 IN DENDRITIC CELLS IN THE GENERATION OF AUTOANTIBODIES		NIAMS	7870823	1K01AR059378-01	1	K01	AR	1			9909849	KIM, SUN JUNG 	KIM, SUN JUNG		Not Applicable	Feinstein Institute	 	2010	127711		127711
67012	FUNCTION OF THE IRF5 RISK ALLELE FOR SLE IN B CELLS		NIAMS	8969280	1R21AR067012-01A1	1	R21	AR	1	A1		1862435	DIAMOND, BETTY 	DIAMOND, BETTY		Not Applicable	Feinstein Institute	 	2015	222420		222420
71675	FUNCTIONAL BRAIN NETWORKS: A NOVEL APPROACH TO ADDRESS CLINICAL CHALLENGES IN PD		NINDS	8741996	5P50NS071675-05	5	P50	NS	5			1860599	EIDELBERG, DAVID 	EIDELBERG, DAVID		Not Applicable	Feinstein Institute	 	2014	1942247		1942247
71675	FUNCTIONAL BRAIN NETWORKS: A NOVEL APPROACH TO ADDRESS CLINICAL CHALLENGES IN PD		NINDS	8549321	5P50NS071675-04	5	P50	NS	4			1860599	EIDELBERG, DAVID 	EIDELBERG, DAVID		Not Applicable	Feinstein Institute	 	2013	1684720		1684720
71675	FUNCTIONAL BRAIN NETWORKS: A NOVEL APPROACH TO ADDRESS CLINICAL CHALLENGES IN PD		NINDS	8599017	3P50NS071675-03S1	3	P50	NS	3	S1		1860599	EIDELBERG, DAVID 	EIDELBERG, DAVID		Not Applicable	Feinstein Institute	 	2013	5000		5000
71675	FUNCTIONAL BRAIN NETWORKS: A NOVEL APPROACH TO ADDRESS CLINICAL CHALLENGES IN PD		NINDS	8332351	5P50NS071675-03	5	P50	NS	3			1860599	EIDELBERG, DAVID 	EIDELBERG, DAVID		Not Applicable	Feinstein Institute	 	2012	1873491		1873491
71675	FUNCTIONAL BRAIN NETWORKS: A NOVEL APPROACH TO ADDRESS CLINICAL CHALLENGES IN PD		NINDS	8144916	5P50NS071675-02	5	P50	NS	2			1860599	EIDELBERG, DAVID 	EIDELBERG, DAVID		Not Applicable	Feinstein Institute	 	2011	1800274		1800274
71675	FUNCTIONAL BRAIN NETWORKS: A NOVEL APPROACH TO ADDRESS CLINICAL CHALLENGES IN PD		NINDS	8005858	1P50NS071675-01	1	P50	NS	1			1860599	EIDELBERG, DAVID 	EIDELBERG, DAVID		Not Applicable	Feinstein Institute	 	2010	2010062		2010062
18535	FUNCTIONAL CORRELATES OF GPI DEEP BRAIN STIMULATION IN PRIMARY DYSTONIA		NCRR	8167235	5M01RR018535-08	5	M01	RR	8		7094	9522235	CARBON-CORRELL, MAREN 	CARBON-CORRELL, MAREN		Not Applicable	Feinstein Institute	 	2010		2120	288135
18535	FUNCTIONAL CORRELATES OF PREFRONTAL AND STRIATAL INFORMATION PROCESSING		NCRR	8167257	5M01RR018535-08	5	M01	RR	8		7116	10668289	ARGYELAN, MIKLOS 	ARGYELAN, MIKLOS		Not Applicable	Feinstein Institute	 	2010		8479	491565
5415	FUNCTIONAL MICROCIRCUITRY UNDERLYING SOUND PROCESSING IN THE PRIMARY AUDITORY COR		NIDCD	8302391	5R01DC005415-10	5	R01	DC	10			1930333	ZADOR, ANTHONY M	ZADOR, ANTHONY M	59	Not Applicable	Cold Spring Harbor	 	2012	354339		354339
5415	FUNCTIONAL MICROCIRCUITRY UNDERLYING SOUND PROCESSING IN THE PRIMARY AUDITORY COR		NIDCD	8097930	5R01DC005415-09	5	R01	DC	9			1930333	ZADOR, ANTHONY M	ZADOR, ANTHONY M	59	Not Applicable	Cold Spring Harbor	 	2011	354339		354339
5415	FUNCTIONAL MICROCIRCUITRY UNDERLYING SOUND PROCESSING IN THE PRIMARY AUDITORY COR		NIDCD	7894589	5R01DC005415-08	5	R01	DC	8			1930333	ZADOR, ANTHONY M	ZADOR, ANTHONY M	59	Not Applicable	Cold Spring Harbor	 	2010	366053		366053
18535	FUNCTIONAL MRI OF COGNITIVE AND EMOTIONAL ABNORMALITIES IN PATIENTS WITH LUPUS		NCRR	8167246	5M01RR018535-08	5	M01	RR	8		7105	7748490	MACKAY, MEGGAN 	MACKAY, MEGGAN		Not Applicable	Feinstein Institute	 	2010		9326	9326
57930	FUNCTIONAL SIGNIFICANCE OF AN ITGAM POLYMORPHISM IN SLE		NIAMS	8014906	5R21AR057930-02	5	R21	AR	2			1969333	DAVIDSON, ANNE 	DAVIDSON, ANNE		Not Applicable	Feinstein Institute	 	2011	143424		143424
57930	FUNCTIONAL SIGNIFICANCE OF AN ITGAM POLYMORPHISM IN SLE		NIAMS	7772801	1R21AR057930-01	1	R21	AR	1			1969333	DAVIDSON, ANNE 	DAVIDSON, ANNE		Not Applicable	Feinstein Institute	 	2010	258480		258480
75531	FUNCTIONS OF DISTINCT INTERNEURON SUBTYPES IN CORTICAL DYNAMICS AND BEHAVIOR		NINDS	8890249	5R01NS075531-05	5	R01	NS	5			9292719	KEPECS, ADAM 	KEPECS, ADAM	46	Not Applicable	Cold Spring Harbor	 	2015	420000		420000
75531	FUNCTIONS OF DISTINCT INTERNEURON SUBTYPES IN CORTICAL DYNAMICS AND BEHAVIOR		NINDS	8664452	5R01NS075531-04	5	R01	NS	4			9292719	KEPECS, ADAM 	KEPECS, ADAM	46	Not Applicable	Cold Spring Harbor	 	2014	409303		409303
75531	FUNCTIONS OF DISTINCT INTERNEURON SUBTYPES IN CORTICAL DYNAMICS AND BEHAVIOR		NINDS	8464818	5R01NS075531-03	5	R01	NS	3			9292719	KEPECS, ADAM 	KEPECS, ADAM	46	Not Applicable	Cold Spring Harbor	 	2013	398968		398968
75531	FUNCTIONS OF DISTINCT INTERNEURON SUBTYPES IN CORTICAL DYNAMICS AND BEHAVIOR		NINDS	8291960	5R01NS075531-02	5	R01	NS	2			9292719	KEPECS, ADAM 	KEPECS, ADAM	46	Not Applicable	Cold Spring Harbor	 	2012	411250		411250
75531	FUNCTIONS OF DISTINCT INTERNEURON SUBTYPES IN CORTICAL DYNAMICS AND BEHAVIOR		NINDS	8162791	1R01NS075531-01	1	R01	NS	1			9292719	KEPECS, ADAM 	KEPECS, ADAM	46	Not Applicable	Cold Spring Harbor	 	2011	388063		388063
45508	GENE TARGETING	Any;Tech	NCI	8712156	5P30CA045508-27	5	P30	CA	27		8746	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2014		210401	210401
45508	GENE TARGETING	Any;Tech	NCI	8473674	5P30CA045508-26	5	P30	CA	26		8746	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2013		201774	201774
45508	GENE TARGETING	Any;Tech	NCI	8382435	5P30CA045508-25	5	P30	CA	25		8746	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2012		220927	220927
45508	GENE TARGETING	Any;Tech	NCI	8340290	2P30CA045508-24	2	P30	CA	24		8746	1884018	STILLMAN, BRUCE W.	STILLMAN, BRUCE W.	28	Not Applicable	Cold Spring Harbor	 	2011		219367	219367
63340	GENE-SET BASED IDENTIFICATION OF AUTOIMMUNE VARIANTS IN WHOLE GENOME SEQUENCES		NIAMS	8663199	5R03AR063340-03	5	R03	AR	3			9596130	FREUDENBERG, JAN 	FREUDENBERG, JAN		Not Applicable	Feinstein Institute	 	2014	82565		82565
63340	GENE-SET BASED IDENTIFICATION OF AUTOIMMUNE VARIANTS IN WHOLE GENOME SEQUENCES		NIAMS	8489261	5R03AR063340-02	5	R03	AR	2			9596130	FREUDENBERG, JAN 	FREUDENBERG, JAN		Not Applicable	Feinstein Institute	 	2013	80038		80038
63340	GENE-SET BASED IDENTIFICATION OF AUTOIMMUNE VARIANTS IN WHOLE GENOME SEQUENCES		NIAMS	8367107	1R03AR063340-01	1	R03	AR	1			9596130	FREUDENBERG, JAN 	FREUDENBERG, JAN		Not Applicable	Feinstein Institute	 	2012	83625		83625
18535	GENERAL CLINICAL RESEARCH CENTER		NCRR	7877017	5M01RR018535-08	5	M01	RR	8			1868889	TRACEY, KEVIN J	TRACEY, KEVIN J		Not Applicable	Feinstein Institute	 	2010	2373121		2373121
35538	GENERAL METHOD FOR TARGETING GENES TO SPECIFIC NEURONAL SUBTYPES IN MAMMALS		NIDA	8634760	5R21DA035538-02	5	R21	DA	2			1930333	ZADOR, ANTHONY M	ZADOR, ANTHONY M	59	Not Applicable	Cold Spring Harbor	 	2014	236250		236250
35538	GENERAL METHOD FOR TARGETING GENES TO SPECIFIC NEURONAL SUBTYPES IN MAMMALS		NIDA	8529011	1R21DA035538-01	1	R21	DA	1			1930333	ZADOR, ANTHONY M	ZADOR, ANTHONY M	59	Not Applicable	Cold Spring Harbor	 	2013	236250		236250
59092	GENES AND PHENOTYPE (GAP) STUDIES OF IMMUNOLOGIC AND INFLAMMATORY PATHWAYS		NIAMS	7943902	5RC2AR059092-02	5	RC2	AR	2			1868373	GREGERSEN, PETER K. 	GREGERSEN, PETER K.		DIAMOND, BETTY 	Feinstein Institute	YES	2010	1222251		1222251
94705	GENETIC ANALYSIS OF CHANDELIER CELLS DURING CORTICAL CIRCUIT ASSEMBLY		NIMH	8853954	5R01MH094705-05	5	R01	MH	5			7101385	HUANG, Z JOSH	HUANG, Z JOSH	43	Not Applicable	Cold Spring Harbor	 	2015	574019		574019
94705	GENETIC ANALYSIS OF CHANDELIER CELLS DURING CORTICAL CIRCUIT ASSEMBLY		NIMH	8644930	5R01MH094705-04	5	R01	MH	4			7101385	HUANG, Z JOSH	HUANG, Z JOSH	43	Not Applicable	Cold Spring Harbor	 	2014	565050		565050
94705	GENETIC ANALYSIS OF CHANDELIER CELLS DURING CORTICAL CIRCUIT ASSEMBLY		NIMH	8459597	5R01MH094705-03	5	R01	MH	3			7101385	HUANG, Z JOSH	HUANG, Z JOSH	43	Not Applicable	Cold Spring Harbor	 	2013	542447		542447
94705	GENETIC ANALYSIS OF CHANDELIER CELLS DURING CORTICAL CIRCUIT ASSEMBLY		NIMH	8289479	5R01MH094705-02	5	R01	MH	2			7101385	HUANG, Z JOSH	HUANG, Z JOSH	43	Not Applicable	Cold Spring Harbor	 	2012	560565		560565
94705	GENETIC ANALYSIS OF CHANDELIER CELLS DURING CORTICAL CIRCUIT ASSEMBLY		NIMH	8163934	1R01MH094705-01	1	R01	MH	1			7101385	HUANG, Z JOSH	HUANG, Z JOSH	43	Not Applicable	Cold Spring Harbor	 	2011	556080		556080
18535	GENETIC AND IMMUNOLOGICAL RISK FACTORS FOR AUTISM		NCRR	8167279	5M01RR018535-08	5	M01	RR	8		7138	1868373	GREGERSEN, PETER K.	GREGERSEN, PETER K.		Not Applicable	Feinstein Institute	 	2010		423	423
18535	GENETIC CONTRIBUTIONS OF COMT GENOTYPE TO NON-MOTOR SYMPTOMS IN PD		NCRR	8167239	5M01RR018535-08	5	M01	RR	8		7098	9661285	MATTIS, PAUL 	MATTIS, PAUL		Not Applicable	Feinstein Institute	 	2010		13141	13141
102002	GENETIC CONTROL OF CHANDELIER INTERNEURON SPECIFICATION IN CEREBRAL CORTEX		NIMH	8702938	5F30MH102002-02	5	F30	MH	2			11443956	KELLY, SEAN MICHAEL	KELLY, SEAN MICHAEL		Not Applicable	Cold Spring Harbor	 	2014	26676		26676
102002	GENETIC CONTROL OF CHANDELIER INTERNEURON SPECIFICATION IN CEREBRAL CORTEX		NIMH	8596536	1F30MH102002-01	1	F30	MH	1			11443956	KELLY, SEAN MICHAEL	KELLY, SEAN MICHAEL		Not Applicable	Cold Spring Harbor	 	2013	26232		26232
101268	GENETIC TARGETING OF CORTICAL PYRAMIDAL NEURON SUBTYPES		NIMH	8690164	5R01MH101268-02	5	R01	MH	2			7101385	HUANG, Z JOSH 	HUANG, Z JOSH	43	ARLOTTA, PAOLA 	Cold Spring Harbor	 	2014	748793		748793
101268	GENETIC TARGETING OF CORTICAL PYRAMIDAL NEURON SUBTYPES		NIMH	8560453	1R01MH101268-01	1	R01	MH	1			7101385	HUANG, Z JOSH 	HUANG, Z JOSH	43	ARLOTTA, PAOLA 	Cold Spring Harbor	 	2013	866231		866231
79800	GENETIC VARIATION AND FUNCTIONAL DISABILITY IN SCHIZOPHRENIA		NIMH	8047996	5R01MH079800-05	5	R01	MH	5			3151454	MALHOTRA, ANIL K	MALHOTRA, ANIL K		Not Applicable	Feinstein Institute	 	2011	369765		369765
79800	GENETIC VARIATION AND FUNCTIONAL DISABILITY IN SCHIZOPHRENIA		NIMH	7792261	5R01MH079800-04	5	R01	MH	4			3151454	MALHOTRA, ANIL K	MALHOTRA, ANIL K		Not Applicable	Feinstein Institute	 	2010	373500		373500
18535	GENETIC VARIATION AND FUNCTIONAL DISABILITY IN SCHIZOPHRENIA		NCRR	8167258	5M01RR018535-08	5	M01	RR	8		7117	3151454	MALHOTRA, ANIL K	MALHOTRA, ANIL K		Not Applicable	Feinstein Institute	 	2010		53414	53414
18535	GENETICS OF THE EARLY ONSET OF PSYCHIATRIC DISORDERS		NCRR	8167237	5M01RR018535-08	5	M01	RR	8		7096	3151454	MALHOTRA, ANIL K	MALHOTRA, ANIL K		Not Applicable	Feinstein Institute	 	2010		848	848
18535	GENETICS OF WHITE MATTER DEFICITS IN SCHIZOPHRENIA		NCRR	8167249	5M01RR018535-08	5	M01	RR	8		7108	1988051	SZESZKO, PHILIP R	SZESZKO, PHILIP R		Not Applicable	Feinstein Institute	 	2010		38577	38577
67690	GENOME-WIDE REGULATORY NETWORK GOVERNING NEURONAL MRNA TRANSLATION.		NINDS	8533035	5R01NS067690-05	5	R01	NS	5			1896422	DUBNAU, JOSHUA T	DUBNAU, JOSHUA T	40	Not Applicable	Cold Spring Harbor	 	2013	453742		453742
67690	GENOME-WIDE REGULATORY NETWORK GOVERNING NEURONAL MRNA TRANSLATION.		NINDS	8318219	5R01NS067690-04	5	R01	NS	4			1896422	DUBNAU, JOSHUA T	DUBNAU, JOSHUA T	40	Not Applicable	Cold Spring Harbor	 	2012	466125		466125
67690	GENOME-WIDE REGULATORY NETWORK GOVERNING NEURONAL MRNA TRANSLATION.		NINDS	8130734	5R01NS067690-03	5	R01	NS	3			1896422	DUBNAU, JOSHUA T	DUBNAU, JOSHUA T	40	Not Applicable	Cold Spring Harbor	 	2011	430650		430650
67690	GENOME-WIDE REGULATORY NETWORK GOVERNING NEURONAL MRNA TRANSLATION.		NINDS	7932716	5R01NS067690-02	5	R01	NS	2			1896422	DUBNAU, JOSHUA T	DUBNAU, JOSHUA T	40	Not Applicable	Cold Spring Harbor	 	2010	430650		430650
13106	GENOMICS AND PROTEOMIC ANALYSIS	Any;Tech	NCI	8208596	5P01CA013106-40	5	P01	CA	40		9006	1939923	POWERS, SCOTT 	POWERS, SCOTT	22	Not Applicable	Cold Spring Harbor	 	2011		474930	474930
13106	GENOMICS AND PROTEOMIC ANALYSIS	Any;Tech	NCI	8018470	5P01CA013106-39	5	P01	CA	39		9006	1939923	POWERS, SCOTT 	POWERS, SCOTT	22	Not Applicable	Cold Spring Harbor	 	2010		433217	433217
13106	GENOMICS AND PROTEOMICS	Any;Tech	NCI	8234425	2P01CA013106-41	2	P01	CA	41		6559	1939923	POWERS, SCOTT 	POWERS, SCOTT	22	Not Applicable	Cold Spring Harbor	 	2012		443355	443355
72608	GHRELIN AND TRAUMATIC BRAIN INJURY		NINDS	8257518	5R21NS072608-02	5	R21	NS	2			9077423	WU, RONGQIAN 	WU, RONGQIAN		Not Applicable	Feinstein Institute	 	2012	26119		26119
72608	GHRELIN AND TRAUMATIC BRAIN INJURY		NINDS	8191318	1R21NS072608-01A1	1	R21	NS	1	A1		9077423	WU, RONGQIAN 	WU, RONGQIAN		Not Applicable	Feinstein Institute	 	2011	207500		207500
10399	HEALTH AND SOCIOECONOMIC SEQUELAE OF THE WTC DISASTER AMONG RESPONDERS		NIOSH	8547647	5U01OH010399-02	5	U01	OH	2			10699561	KIM, HYUN 	KIM, HYUN		Not Applicable	Feinstein Institute	 	2013	499997		499997
10399	HEALTH AND SOCIOECONOMIC SEQUELAE OF THE WTC DISASTER AMONG RESPONDERS		NIOSH	8470938	1U01OH010399-01	1	U01	OH	1			10699561	KIM, HYUN 	KIM, HYUN		Not Applicable	Feinstein Institute	 	2012	497617		497617
73129	HIGH-THROUGHPUT DNA SEQUENCING METHOD FOR PROBING THE CONNECTIVITY OF NEURAL CIRC		NINDS	8662814	5R01NS073129-05	5	R01	NS	5			1930333	ZADOR, ANTHONY M	ZADOR, ANTHONY M	59	Not Applicable	Cold Spring Harbor	 	2014	467775		467775
73129	HIGH-THROUGHPUT DNA SEQUENCING METHOD FOR PROBING THE CONNECTIVITY OF NEURAL CIRC		NINDS	8510737	5R01NS073129-04	5	R01	NS	4			1930333	ZADOR, ANTHONY M	ZADOR, ANTHONY M	59	Not Applicable	Cold Spring Harbor	 	2013	453742		453742
73129	HIGH-THROUGHPUT DNA SEQUENCING METHOD FOR PROBING THE CONNECTIVITY OF NEURAL CIRC		NINDS	8268465	5R01NS073129-03	5	R01	NS	3			1930333	ZADOR, ANTHONY M	ZADOR, ANTHONY M	59	Not Applicable	Cold Spring Harbor	 	2012	464475		464475
73129	HIGH-THROUGHPUT DNA SEQUENCING METHOD FOR PROBING THE CONNECTIVITY OF NEURAL CIRC		NINDS	8150904	5R01NS073129-02	5	R01	NS	2			1930333	ZADOR, ANTHONY M	ZADOR, ANTHONY M	59	Not Applicable	Cold Spring Harbor	 	2011	430650		430650
73129	HIGH-THROUGHPUT DNA SEQUENCING METHOD FOR PROBING THE CONNECTIVITY OF NEURAL CIRC		NINDS	8016937	1R01NS073129-01	1	R01	NS	1			1930333	ZADOR, ANTHONY M	ZADOR, ANTHONY M	59	Not Applicable	Cold Spring Harbor	 	2010	435000		435000
73693	HISTOLOGY CORE		NIAID	8380689	5P01AI073693-05	5	P01	AI	5		9003	7360707	DEGIORGIO, LORRAINE A	DEGIORGIO, LORRAINE A		Not Applicable	Feinstein Institute	 	2012		207549	207549
73693	HISTOLOGY CORE		NIAID	8308310	5P01AI073693-04	5	P01	AI	4		9003	7360707	DEGIORGIO, LORRAINE A	DEGIORGIO, LORRAINE A		Not Applicable	Feinstein Institute	 	2011		183260	183260
73693	HISTOLOGY CORE		NIAID	8122319	5P01AI073693-03	5	P01	AI	3		9003	7360707	DEGIORGIO, LORRAINE A	DEGIORGIO, LORRAINE A		Not Applicable	Feinstein Institute	 	2010		106309	106309
102852	HISTOLOGY CORE		NIAID	8667809	1P01AI102852-01A1	1	P01	AI	1	A1	7562	1990052	VOLPE, BRUCE THOMAS	VOLPE, BRUCE THOMAS		Not Applicable	Feinstein Institute	 	2014		217195	217195
62508	HMG IN POST OPERATIVE AND TRAUMATIC STRESS		NIGMS	8665962	5R01GM062508-12	5	R01	GM	12			1868889	TRACEY, KEVIN J	TRACEY, KEVIN J		Not Applicable	Feinstein Institute	 	2014	315400		315400
62508	HMG IN POST OPERATIVE AND TRAUMATIC STRESS		NIGMS	8478124	5R01GM062508-11	5	R01	GM	11			1868889	TRACEY, KEVIN J	TRACEY, KEVIN J		Not Applicable	Feinstein Institute	 	2013	304361		304361
62508	HMG IN POST OPERATIVE AND TRAUMATIC STRESS		NIGMS	8319307	5R01GM062508-10	5	R01	GM	10			1868889	TRACEY, KEVIN J	TRACEY, KEVIN J		Not Applicable	Feinstein Institute	 	2012	315400		315400
62508	HMG IN POST OPERATIVE AND TRAUMATIC STRESS		NIGMS	8105801	2R01GM062508-09A2	2	R01	GM	9	A2		1868889	TRACEY, KEVIN J	TRACEY, KEVIN J		Not Applicable	Feinstein Institute	 	2011	315400		315400
65676	HOW INHIBITION SHAPES NEURONAL AND BEHAVIORAL RESPONSES TO AUDITORY STIMULI		NINDS	8119079	5F32NS065676-03	5	F32	NS	3			9173859	BORGES, KATHARINE 	BORGES, KATHARINE		Not Applicable	Cold Spring Harbor	 	2011	54734		54734
65676	HOW INHIBITION SHAPES NEURONAL AND BEHAVIORAL RESPONSES TO AUDITORY STIMULI		NINDS	7918851	5F32NS065676-02	5	F32	NS	2			9173859	BORGES, KATHARINE 	BORGES, KATHARINE		Not Applicable	Cold Spring Harbor	 	2010	52154		52154
17227	HPV-SPECIFIC;IMMUNE SUPPRESSION IN PATIENTS WITH RRP		NIDCR	8735124	5R01DE017227-07	5	R01	DE	7			8451707	BONAGURA, VINCENT ROBERT	BONAGURA, VINCENT ROBERT		Not Applicable	Feinstein Institute	 	2014	421250		247221
17227	HPV-SPECIFIC;IMMUNE SUPPRESSION IN PATIENTS WITH RRP		NIDCR	8439674	2R01DE017227-06A1	2	R01	DE	6	A1		8451707	BONAGURA, VINCENT ROBERT	BONAGURA, VINCENT ROBERT		Not Applicable	Feinstein Institute	 	2013	421250		506557
17227	HPV-SPECIFIC;IMMUNE SUPPRESSION IN PATIENTS WITH RRP		NIDCR	7851445	5R01DE017227-05	5	R01	DE	5			8451707	BONAGURA, VINCENT ROBERT	BONAGURA, VINCENT ROBERT		Not Applicable	Feinstein Institute	 	2010	499178		217195
99517	HUMAN B1 CELL IMMUNOGLOBULIN		NIAID	8521076	5R21AI099517-02	5	R21	AI	2			1871601	ROTHSTEIN, THOMAS L	ROTHSTEIN, THOMAS L		Not Applicable	Feinstein Institute	 	2013	79195		79195
99517	HUMAN B1 CELL IMMUNOGLOBULIN		NIAID	8284733	1R21AI099517-01	1	R21	AI	1			1871601	ROTHSTEIN, THOMAS L	ROTHSTEIN, THOMAS L		Not Applicable	Feinstein Institute	 	2012	209323		209323
95787	HUMAN B1 LYMPHOPOIESIS		NIAID	8496698	5R21AI095787-02	5	R21	AI	2			1871601	ROTHSTEIN, THOMAS L	ROTHSTEIN, THOMAS L		Not Applicable	Feinstein Institute	 	2013	236880		236880
95787	HUMAN B1 LYMPHOPOIESIS		NIAID	8385892	1R21AI095787-01A1	1	R21	AI	1	A1		1871601	ROTHSTEIN, THOMAS L	ROTHSTEIN, THOMAS L		Not Applicable	Feinstein Institute	 	2012	208750		208750
18535	HUMAN BLOOD CELL DISORDERS TISSUE BANK		NCRR	8167248	5M01RR018535-08	5	M01	RR	8		7107	8936361	CHIORAZZI, NICHOLAS 	CHIORAZZI, NICHOLAS	63	Not Applicable	Feinstein Institute	 	2010		97926	337000
11890	HUMAN GENOME PROJECT DOCUMENTARY HISTORY:  AN ANNOTATED SCHOLARLY GUIDE TO THE HGP		NLM	8795755	5G13LM011890-02	5	G13	LM	2			10846287	POLLOCK, LUDMILA T	POLLOCK, LUDMILA T		Not Applicable	Cold Spring Harbor	 	2015	49272		49272
11890	HUMAN GENOME PROJECT DOCUMENTARY HISTORY: AN ANNOTATED SCHOLARLY GUIDE TO THE HGP		NLM	8625547	1G13LM011890-01	1	G13	LM	1			10846287	POLLOCK, LUDMILA T	POLLOCK, LUDMILA T		Not Applicable	Cold Spring Harbor	 	2014	44685		44685
8579	HUMAN PAPILLOMAVIRUS INFECTION AND EXPRESSION OF COX-2	Cervix	NIDCD	8385564	5R01DC008579-05	5	R01	DC	5			1869266	STEINBERG, BETTIE M.	STEINBERG, BETTIE M.	82	Not Applicable	Feinstein Institute	 	2013	320761		320761
8579	HUMAN PAPILLOMAVIRUS INFECTION AND EXPRESSION OF COX-2	Cervix	NIDCD	8197171	5R01DC008579-04	5	R01	DC	4			1869266	STEINBERG, BETTIE M.	STEINBERG, BETTIE M.	82	Not Applicable	Feinstein Institute	 	2012	337644		337644
8579	HUMAN PAPILLOMAVIRUS INFECTION AND EXPRESSION OF COX-2	Cervix	NIDCD	7991356	5R01DC008579-03	5	R01	DC	3			1869266	STEINBERG, BETTIE M.	STEINBERG, BETTIE M.	82	Not Applicable	Feinstein Institute	 	2011	337644		337644
8579	HUMAN PAPILLOMAVIRUS INFECTION AND EXPRESSION OF COX-2	Cervix	NIDCD	7743731	5R01DC008579-02	5	R01	DC	2			1869266	STEINBERG, BETTIE M.	STEINBERG, BETTIE M.	82	Not Applicable	Feinstein Institute	 	2010	348806		348806
46213	IDENTIFICATION OF GENES REGULATING ARTHRITIS IN RATS.		NIAMS	8075046	5R01AR046213-11	5	R01	AR	11			3129669	GULKO, PERCIO S	GULKO, PERCIO S		Not Applicable	Feinstein Institute	 	2011	332413		332413
46213	IDENTIFICATION OF GENES REGULATING ARTHRITIS IN RATS.		NIAMS	7851275	5R01AR046213-10	5	R01	AR	10			3129669	GULKO, PERCIO S	GULKO, PERCIO S		Not Applicable	Feinstein Institute	 	2010	346264		346264
